UniqueKey,Date,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,score1,score2,Winner,HomeOdds,AwayOdds,DrawOdds
09/09/17Man CityLiverpool,09/09/17,Man City,Liverpool,84.62,78.47,0.5436,0.2212,0.2352,1.93,1.16,5,0,Man City,1.85,4.2,4
09/09/17SouthamptonWatford,09/09/17,Southampton,Watford,63.2,56.08,0.5149,0.212,0.2731,1.54,0.89,0,2,Watford,1.65,6,4
09/09/17StokeMan United,09/09/17,Stoke,Man United,61.39,84.68,0.1919,0.5488,0.2593,0.87,1.66,2,2,Draw,7.5,1.5,4.5
10/09/17BurnleyCrystal Palace,10/09/17,Burnley,Crystal Palace,61.45,55.37,0.5067,0.2276,0.2658,1.6,0.99,1,0,Burnley,2.3,3.5,3.25
10/09/17SwanseaNewcastle,10/09/17,Swansea,Newcastle,56.09,53.67,0.4649,0.252,0.2831,1.44,0.98,0,1,Newcastle,2.4,3.3,3.25
16/09/17Crystal PalaceSouthampton,16/09/17,Crystal Palace,Southampton,56.47,61.22,0.391,0.316,0.293,1.28,1.12,0,1,Southampton,3,2.6,3.3
16/09/17LiverpoolBurnley,16/09/17,Liverpool,Burnley,76.9,60.37,0.6339,0.1497,0.2163,2.06,0.88,1,1,Draw,1.29,13,6
16/09/17NewcastleStoke,16/09/17,Newcastle,Stoke,54.64,62.46,0.3605,0.344,0.2955,1.2,1.17,2,1,Newcastle,2.38,3.4,3.25
16/09/17TottenhamSwansea,16/09/17,Tottenham,Swansea,81.77,55.13,0.7824,0.0598,0.1578,2.36,0.49,0,0,Draw,1.22,15,7
16/09/17WatfordMan City,16/09/17,Watford,Man City,58.11,86.94,0.1484,0.6394,0.2122,0.9,2.1,0,6,Man City,9,1.33,6
16/09/17West BromWest Ham,16/09/17,West Brom,West Ham,55.69,57.97,0.419,0.3002,0.2809,1.4,1.15,0,0,Draw,2.38,3.4,3.25
17/09/17ChelseaArsenal,17/09/17,Chelsea,Arsenal,83.38,77.11,0.5506,0.229,0.2204,2.14,1.33,0,0,Draw,1.8,4.5,4
17/09/17Man UnitedEverton,17/09/17,Man United,Everton,84.49,64.09,0.6978,0.1031,0.1991,2.11,0.66,4,0,Man United,1.36,10,5.25
23/09/17EvertonBournemouth,23/09/17,Everton,Bournemouth,63.19,54.55,0.537,0.2122,0.2508,1.75,1.01,2,1,Everton,1.65,5.75,4
23/09/17LeicesterLiverpool,23/09/17,Leicester,Liverpool,62.12,76.92,0.2882,0.4617,0.25,1.33,1.74,2,3,Liverpool,4.1,1.91,3.9
23/09/17Man CityCrystal Palace,23/09/17,Man City,Crystal Palace,88.5,56.07,0.8554,0.0333,0.1113,2.77,0.4,5,0,Man City,1.14,21,10
23/09/17SouthamptonMan United,23/09/17,Southampton,Man United,61.6,85.13,0.1903,0.5579,0.2517,0.9,1.73,0,1,Man United,5.5,1.73,3.8
23/09/17StokeChelsea,23/09/17,Stoke,Chelsea,61.26,82.63,0.2171,0.5397,0.2432,1.08,1.84,0,4,Chelsea,6,1.62,4.1
23/09/17SwanseaWatford,23/09/17,Swansea,Watford,55.46,55.51,0.4391,0.2733,0.2876,1.38,1.03,1,2,Watford,2.4,3.25,3.3
23/09/17West HamTottenham,23/09/17,West Ham,Tottenham,58.1,81.4,0.2028,0.556,0.2412,1.02,1.85,2,3,Tottenham,6,1.6,4.33
25/09/17ArsenalWest Brom,25/09/17,Arsenal,West Brom,77.63,55.57,0.6835,0.1126,0.2039,2.09,0.71,2,0,Arsenal,1.33,11,5.5
30/09/17BournemouthLeicester,30/09/17,Bournemouth,Leicester,54.1,62.17,0.3648,0.372,0.2632,1.45,1.46,0,0,Draw,2.8,2.5,3.25
30/09/17ChelseaMan City,30/09/17,Chelsea,Man City,84.68,89.65,0.3615,0.3843,0.2542,1.52,1.57,0,1,Man City,2.75,2.5,3.3
30/09/17Man UnitedCrystal Palace,30/09/17,Man United,Crystal Palace,86.55,54.33,0.8448,0.0345,0.1207,2.63,0.38,4,0,Man United,1.17,15,7
30/09/17StokeSouthampton,30/09/17,Stoke,Southampton,59.85,61.68,0.4189,0.2864,0.2948,1.31,1.03,2,1,Stoke,2.88,2.45,3.2
30/09/17West BromWatford,30/09/17,West Brom,Watford,54.88,56.37,0.4213,0.2789,0.2998,1.28,0.98,2,2,Draw,2.15,3.5,3.2
30/09/17West HamSwansea,30/09/17,West Ham,Swansea,58.5,54.6,0.4835,0.246,0.2705,1.55,1.03,1,0,West Ham,1.8,4.5,3.5
01/10/17EvertonBurnley,01/10/17,Everton,Burnley,62.48,59.63,0.471,0.2529,0.2761,1.5,1.02,0,1,Burnley,1.67,5.75,3.6
01/10/17NewcastleLiverpool,01/10/17,Newcastle,Liverpool,55.73,77.55,0.2278,0.5251,0.2471,1.1,1.79,1,1,Draw,5,1.67,3.8
14/10/17BurnleyWest Ham,14/10/17,Burnley,West Ham,59.78,59.02,0.4492,0.268,0.2828,1.43,1.04,1,1,Draw,2.75,2.8,3.25
14/10/17Crystal PalaceChelsea,14/10/17,Crystal Palace,Chelsea,53.72,83.93,0.1498,0.6394,0.2108,0.92,2.13,2,1,Crystal Palace,9,1.4,5
14/10/17LiverpoolMan United,14/10/17,Liverpool,Man United,77.8,86.94,0.3102,0.4339,0.2559,1.36,1.64,0,0,Draw,2.8,2.8,3.25
14/10/17Man CityStoke,14/10/17,Man City,Stoke,90.03,60.16,0.8492,0.0362,0.1146,2.76,0.43,7,2,Man City,1.14,21,9.5
14/10/17TottenhamBournemouth,14/10/17,Tottenham,Bournemouth,83.28,54.65,0.806,0.0515,0.1425,2.5,0.48,1,0,Tottenham,1.2,15,8
14/10/17WatfordArsenal,14/10/17,Watford,Arsenal,56.95,79.1,0.2227,0.5521,0.2252,1.25,2.07,2,1,Watford,5.25,1.65,4.33
15/10/17SouthamptonNewcastle,15/10/17,Southampton,Newcastle,61.43,55.36,0.4999,0.2146,0.2854,1.44,0.84,2,2,Draw,1.91,4.5,3.6
16/10/17LeicesterWest Brom,16/10/17,Leicester,West Brom,61.62,54.29,0.5163,0.2118,0.272,1.55,0.89,1,1,Draw,2.05,4.2,3.4
21/10/17ChelseaWatford,21/10/17,Chelsea,Watford,82.15,58.23,0.7637,0.0756,0.1607,2.45,0.64,4,2,Chelsea,1.36,10,5.25
21/10/17Man CityBurnley,21/10/17,Man City,Burnley,90.45,59.63,0.8536,0.0334,0.113,2.74,0.39,3,0,Man City,1.11,26,12
21/10/17NewcastleCrystal Palace,21/10/17,Newcastle,Crystal Palace,55.86,55.99,0.44,0.2784,0.2816,1.43,1.08,1,0,Newcastle,2,4.2,3.5
21/10/17SouthamptonWest Brom,21/10/17,Southampton,West Brom,60.97,54.54,0.5021,0.2096,0.2883,1.42,0.81,1,0,Southampton,1.85,5.25,3.39
21/10/17StokeBournemouth,21/10/17,Stoke,Bournemouth,59.67,54.6,0.4984,0.2416,0.26,1.66,1.08,1,2,Bournemouth,2.14,3.6,3.5
21/10/17SwanseaLeicester,21/10/17,Swansea,Leicester,54.99,61.37,0.3762,0.3337,0.2901,1.27,1.18,1,2,Leicester,2.79,2.75,3.25
22/10/17EvertonArsenal,22/10/17,Everton,Arsenal,62.09,77.9,0.2793,0.4754,0.2452,1.34,1.8,2,5,Arsenal,3.79,2.04,3.6
22/10/17TottenhamLiverpool,22/10/17,Tottenham,Liverpool,83.42,81.11,0.4903,0.2566,0.253,1.72,1.18,4,1,Tottenham,2.25,3.39,3.5
28/10/17ArsenalSwansea,28/10/17,Arsenal,Swansea,79.42,53.96,0.7642,0.0748,0.161,2.44,0.63,2,1,Arsenal,1.25,12,7
28/10/17BournemouthChelsea,28/10/17,Bournemouth,Chelsea,55.19,81.18,0.1876,0.5907,0.2217,1.08,2.07,0,1,Chelsea,6,1.61,4.2
28/10/17Crystal PalaceWest Ham,28/10/17,Crystal Palace,West Ham,55.88,56.05,0.4416,0.2835,0.2749,1.48,1.13,2,2,Draw,2.39,3.29,3.29
28/10/17Man UnitedTottenham,28/10/17,Man United,Tottenham,84.39,84.51,0.4432,0.2852,0.2717,1.51,1.16,1,0,Man United,2.14,3.79,3.39
28/10/17WatfordStoke,28/10/17,Watford,Stoke,59.82,59.07,0.4556,0.2864,0.258,1.65,1.26,0,1,Stoke,2.04,3.79,3.6
28/10/17West BromMan City,28/10/17,West Brom,Man City,53.6,90.78,0.0899,0.7388,0.1713,0.71,2.4,2,3,Man City,11,1.28,6.5
29/10/17LeicesterEverton,29/10/17,Leicester,Everton,62.41,60.41,0.4678,0.2707,0.2615,1.62,1.18,2,0,Leicester,2.14,3.75,3.39
30/10/17BurnleyNewcastle,30/10/17,Burnley,Newcastle,58.94,55.98,0.4666,0.2387,0.2947,1.36,0.89,1,0,Burnley,2.89,2.7,3.2
04/11/17NewcastleBournemouth,04/11/17,Newcastle,Bournemouth,55.7,54.43,0.4507,0.2578,0.2915,1.37,0.96,0,1,Bournemouth,2,4.2,3.5
04/11/17SouthamptonBurnley,04/11/17,Southampton,Burnley,61.2,59.21,0.4567,0.2472,0.2961,1.34,0.91,0,1,Burnley,1.66,6.5,3.75
04/11/17StokeLeicester,04/11/17,Stoke,Leicester,59.25,63.02,0.4056,0.3231,0.2713,1.46,1.28,2,2,Draw,2.7,2.87,3.29
04/11/17West HamLiverpool,04/11/17,West Ham,Liverpool,55.69,81.21,0.1897,0.5933,0.217,1.13,2.14,1,4,Liverpool,5.25,1.66,4.33
05/11/17ChelseaMan United,05/11/17,Chelsea,Man United,81.07,84.54,0.3863,0.3489,0.2648,1.48,1.39,1,0,Chelsea,2.5,3.2,3.2
05/11/17EvertonWatford,05/11/17,Everton,Watford,59.07,59.62,0.4398,0.2922,0.268,1.54,1.21,3,2,Everton,2.2,3.6,3.39
05/11/17Man CityArsenal,05/11/17,Man City,Arsenal,90.78,78.33,0.667,0.1481,0.185,2.51,1.12,3,1,Man City,1.39,7.5,5.5
05/11/17TottenhamCrystal Palace,05/11/17,Tottenham,Crystal Palace,84.88,56.23,0.8118,0.0472,0.141,2.48,0.44,1,0,Tottenham,1.28,12,6
18/11/17ArsenalTottenham,18/11/17,Arsenal,Tottenham,78.05,84.3,0.3497,0.3913,0.259,1.45,1.54,2,0,Arsenal,2.5,2.89,3.6
18/11/17BurnleySwansea,18/11/17,Burnley,Swansea,59.79,53.54,0.4973,0.2057,0.2971,1.36,0.77,2,0,Burnley,2.14,4,3.2
18/11/17Crystal PalaceEverton,18/11/17,Crystal Palace,Everton,56.99,59.41,0.4198,0.3073,0.273,1.47,1.22,2,2,Draw,2.39,3.29,3.25
18/11/17LeicesterMan City,18/11/17,Leicester,Man City,63.07,90.88,0.1343,0.6819,0.1837,1.01,2.47,0,2,Man City,9.5,1.33,5.75
18/11/17LiverpoolSouthampton,18/11/17,Liverpool,Southampton,81.77,60.58,0.6894,0.1124,0.1983,2.15,0.74,3,0,Liverpool,1.39,9,5
18/11/17Man UnitedNewcastle,18/11/17,Man United,Newcastle,83.93,54.28,0.8095,0.0385,0.1521,2.25,0.31,4,1,Man United,1.28,13,5.75
18/11/17West BromChelsea,18/11/17,West Brom,Chelsea,54.66,81.62,0.1806,0.5782,0.2412,0.91,1.83,0,4,Chelsea,6.5,1.61,4
19/11/17WatfordWest Ham,19/11/17,Watford,West Ham,59.31,54.97,0.4937,0.2547,0.2517,1.74,1.19,2,0,Watford,2.1,3.75,3.5
24/11/17West HamLeicester,24/11/17,West Ham,Leicester,54.45,61.92,0.3688,0.3581,0.2731,1.37,1.35,1,1,Draw,2.7,2.75,3.39
25/11/17Crystal PalaceStoke,25/11/17,Crystal Palace,Stoke,57.19,59.56,0.4215,0.3105,0.268,1.51,1.26,2,1,Crystal Palace,2.04,4,3.5
25/11/17LiverpoolChelsea,25/11/17,Liverpool,Chelsea,82.48,84.01,0.4251,0.3324,0.2425,1.78,1.55,1,1,Draw,2.14,3.5,3.6
25/11/17NewcastleWatford,25/11/17,Newcastle,Watford,54.47,59.81,0.3888,0.3317,0.2795,1.37,1.24,0,3,Watford,2.2,3.5,3.5
25/11/17SwanseaBournemouth,25/11/17,Swansea,Bournemouth,52.37,57.02,0.3918,0.3135,0.2947,1.27,1.1,0,0,Draw,2.79,2.79,3.25
25/11/17TottenhamWest Brom,25/11/17,Tottenham,West Brom,83.88,52.93,0.8178,0.0343,0.1479,2.26,0.29,1,1,Draw,1.25,16,6
26/11/17BurnleyArsenal,26/11/17,Burnley,Arsenal,60.94,79.26,0.2548,0.4819,0.2633,1.11,1.62,0,1,Arsenal,6.5,1.53,4.5
26/11/17SouthamptonEverton,26/11/17,Southampton,Everton,59.69,57.44,0.4673,0.2608,0.2718,1.53,1.08,4,1,Southampton,1.9,4.75,3.39
28/11/17LeicesterTottenham,28/11/17,Leicester,Tottenham,61.65,83.21,0.2104,0.5352,0.2544,0.98,1.71,2,1,Leicester,5,1.75,3.89
28/11/17WatfordMan United,28/11/17,Watford,Man United,61.87,83.06,0.2119,0.5462,0.2419,1.06,1.85,2,4,Man United,5.25,1.72,3.89
28/11/17West BromNewcastle,28/11/17,West Brom,Newcastle,53.94,52.42,0.4498,0.2491,0.3011,1.3,0.89,2,2,Draw,2.37,3.5,3.1
29/11/17BournemouthBurnley,29/11/17,Bournemouth,Burnley,57.19,59.75,0.4088,0.2842,0.307,1.22,0.97,1,2,Burnley,2,4.33,3.39
29/11/17ChelseaSwansea,29/11/17,Chelsea,Swansea,84,52.24,0.8256,0.0393,0.1351,2.47,0.38,1,0,Chelsea,1.18,17,8
29/11/17EvertonWest Ham,29/11/17,Everton,West Ham,55.28,54.73,0.4545,0.2893,0.2562,1.67,1.28,4,0,Everton,2.37,3.29,3.29
29/11/17Man CitySouthampton,29/11/17,Man City,Southampton,90.49,61.73,0.8402,0.0386,0.1213,2.68,0.43,2,1,Man City,1.19,15,8
29/11/17StokeLiverpool,29/11/17,Stoke,Liverpool,59,82.36,0.2023,0.5803,0.2174,1.2,2.15,0,3,Liverpool,6.5,1.55,4.5
02/12/17ArsenalMan United,02/12/17,Arsenal,Man United,81.46,82.94,0.4194,0.3221,0.2585,1.6,1.37,1,3,Man United,2.5,3,3.39
02/12/17ChelseaNewcastle,02/12/17,Chelsea,Newcastle,83.79,53.22,0.8207,0.0458,0.1334,2.57,0.46,3,1,Chelsea,1.25,15,6.5
02/12/17LeicesterBurnley,02/12/17,Leicester,Burnley,62.21,60.57,0.453,0.2528,0.2942,1.35,0.93,1,0,Leicester,1.83,5,3.6
02/12/17StokeSwansea,02/12/17,Stoke,Swansea,57.76,52.42,0.495,0.2247,0.2802,1.48,0.9,2,1,Stoke,1.95,4.5,3.39
02/12/17WatfordTottenham,02/12/17,Watford,Tottenham,62.27,82.89,0.2167,0.5458,0.2374,1.12,1.9,1,1,Draw,5,1.72,4
02/12/17West BromCrystal Palace,02/12/17,West Brom,Crystal Palace,53.11,58.09,0.387,0.3115,0.3015,1.22,1.06,0,0,Draw,2.5,3.2,3.2
03/12/17BournemouthSouthampton,03/12/17,Bournemouth,Southampton,56.35,63.25,0.3701,0.3392,0.2907,1.25,1.19,1,1,Draw,2.89,2.39,3.25
03/12/17Man CityWest Ham,03/12/17,Man City,West Ham,89.8,52.86,0.8932,0.0243,0.0824,3.21,0.42,2,1,Man City,1.08,21,11
09/12/17BurnleyWatford,09/12/17,Burnley,Watford,60.6,62.77,0.4206,0.293,0.2864,1.37,1.09,1,0,Burnley,2.6,3,3.25
09/12/17Crystal PalaceBournemouth,09/12/17,Crystal Palace,Bournemouth,57.79,56.09,0.4571,0.2572,0.2857,1.41,0.99,2,2,Draw,2.04,4,3.5
09/12/17NewcastleLeicester,09/12/17,Newcastle,Leicester,52.95,62.15,0.3498,0.3669,0.2833,1.26,1.3,2,3,Leicester,2.62,2.89,3.29
09/12/17SwanseaWest Brom,09/12/17,Swansea,West Brom,51.93,53.41,0.4153,0.2633,0.3214,1.15,0.85,1,0,Swansea,2.7,3,3.1
09/12/17TottenhamStoke,09/12/17,Tottenham,Stoke,82.78,58.26,0.7731,0.0668,0.1601,2.39,0.55,5,1,Tottenham,1.28,11,6.5
09/12/17West HamChelsea,09/12/17,West Ham,Chelsea,53.61,84.31,0.1454,0.6575,0.1971,0.99,2.3,1,0,West Ham,7.5,1.5,4.5
10/12/17LiverpoolEverton,10/12/17,Liverpool,Everton,85.45,58.88,0.8039,0.0659,0.1302,2.9,0.74,1,1,Draw,1.3,11,6
10/12/17Man UnitedMan City,10/12/17,Man United,Man City,82.58,89.17,0.3433,0.409,0.2477,1.53,1.69,1,2,Man City,3.39,2.25,3.5
10/12/17SouthamptonArsenal,10/12/17,Southampton,Arsenal,63.49,83.74,0.2283,0.5376,0.2341,1.2,1.95,1,1,Draw,4,1.95,3.75
12/12/17BurnleyStoke,12/12/17,Burnley,Stoke,60.54,57.43,0.4735,0.2451,0.2814,1.46,0.97,1,0,Burnley,2.29,3.6,3.2
12/12/17Crystal PalaceWatford,12/12/17,Crystal Palace,Watford,58.57,62.8,0.4017,0.3265,0.2718,1.45,1.28,2,1,Crystal Palace,2.29,3.25,3.5
13/12/17LiverpoolWest Brom,13/12/17,Liverpool,West Brom,85,52.77,0.8327,0.0404,0.1269,2.61,0.42,0,0,Draw,1.22,15,7
13/12/17Man UnitedBournemouth,13/12/17,Man United,Bournemouth,82,55.3,0.7863,0.0635,0.1502,2.5,0.57,1,0,Man United,1.28,12,6
13/12/17NewcastleEverton,13/12/17,Newcastle,Everton,52.53,59.46,0.3758,0.3571,0.2671,1.44,1.4,0,1,Everton,2.39,3.25,3.29
13/12/17SouthamptonLeicester,13/12/17,Southampton,Leicester,63.34,62.55,0.4502,0.2679,0.2819,1.43,1.04,1,4,Leicester,2.1,3.89,3.39
13/12/17SwanseaMan City,13/12/17,Swansea,Man City,52.61,89.57,0.097,0.7219,0.1811,0.71,2.3,0,4,Man City,15,1.25,6.5
13/12/17West HamArsenal,13/12/17,West Ham,Arsenal,54.15,83.8,0.1556,0.6497,0.1947,1.09,2.38,0,0,Draw,5.25,1.66,4.2
16/12/17ArsenalNewcastle,16/12/17,Arsenal,Newcastle,83.9,51.79,0.8335,0.0457,0.1209,2.79,0.52,1,0,Arsenal,1.25,14,6.5
16/12/17ChelseaSouthampton,16/12/17,Chelsea,Southampton,83.94,61.07,0.7586,0.0743,0.1671,2.35,0.59,1,0,Chelsea,1.39,9,5
16/12/17LeicesterCrystal Palace,16/12/17,Leicester,Crystal Palace,64.91,58.91,0.5076,0.2302,0.2623,1.64,1.02,0,3,Crystal Palace,1.89,4.5,3.6
16/12/17Man CityTottenham,16/12/17,Man City,Tottenham,90.4,83.3,0.5701,0.1985,0.2314,1.96,1.07,4,1,Man City,1.55,6,4.59
16/12/17StokeWest Ham,16/12/17,Stoke,West Ham,57.64,53.81,0.4854,0.2523,0.2622,1.63,1.1,0,3,West Ham,2.29,3.5,3.29
17/12/17BournemouthLiverpool,17/12/17,Bournemouth,Liverpool,56.02,84.38,0.1619,0.6303,0.2078,1.02,2.2,0,4,Liverpool,6.5,1.53,4.5
17/12/17West BromMan United,17/12/17,West Brom,Man United,53.5,81.4,0.1737,0.5774,0.2488,0.84,1.75,1,2,Man United,6.5,1.6,4
18/12/17EvertonSwansea,18/12/17,Everton,Swansea,60.22,51,0.5342,0.1924,0.2734,1.54,0.81,3,1,Everton,1.72,5.5,3.75
22/12/17ArsenalLiverpool,22/12/17,Arsenal,Liverpool,83.86,85.7,0.4218,0.3374,0.2408,1.8,1.59,3,3,Draw,2.54,2.79,3.6
23/12/17BurnleyTottenham,23/12/17,Burnley,Tottenham,60.32,82.23,0.2144,0.5073,0.2783,0.87,1.5,0,3,Tottenham,7,1.55,4.2
23/12/17EvertonChelsea,23/12/17,Everton,Chelsea,61.04,83.82,0.1995,0.5742,0.2263,1.11,2.03,0,0,Draw,6,1.66,3.89
23/12/17LeicesterMan United,23/12/17,Leicester,Man United,62.3,80.93,0.2429,0.5111,0.246,1.18,1.81,2,2,Draw,4.5,1.9,3.6
23/12/17Man CityBournemouth,23/12/17,Man City,Bournemouth,91.23,53.98,0.9011,0.0205,0.0784,3.19,0.36,4,0,Man City,1.12,23,11
23/12/17StokeWest Brom,23/12/17,Stoke,West Brom,55.17,54.13,0.4517,0.2617,0.2866,1.4,1,3,1,Stoke,2.29,3.5,3.25
23/12/17SwanseaCrystal Palace,23/12/17,Swansea,Crystal Palace,50.19,61.56,0.3246,0.3705,0.3049,1.08,1.17,1,1,Draw,3.29,2.45,3.2
23/12/17West HamNewcastle,23/12/17,West Ham,Newcastle,56.24,51.76,0.488,0.2382,0.2738,1.53,0.98,2,3,Newcastle,2.1,3.89,3.39
26/12/17BournemouthWest Ham,26/12/17,Bournemouth,West Ham,53.76,55.43,0.4264,0.2985,0.2752,1.46,1.18,3,3,Draw,2.79,2.75,3.29
26/12/17LiverpoolSwansea,26/12/17,Liverpool,Swansea,86.14,49.71,0.8649,0.0273,0.1078,2.73,0.33,5,0,Liverpool,1.16,19,9
26/12/17Man UnitedBurnley,26/12/17,Man United,Burnley,80.6,58.19,0.6868,0.0983,0.2149,1.92,0.57,2,2,Draw,1.25,15,6.5
26/12/17TottenhamSouthampton,26/12/17,Tottenham,Southampton,83.79,60.58,0.7602,0.0691,0.1707,2.27,0.52,5,2,Tottenham,1.36,10,5.25
26/12/17WatfordLeicester,26/12/17,Watford,Leicester,57.56,62.86,0.3927,0.3475,0.2597,1.54,1.43,2,1,Watford,2.54,2.87,3.5
26/12/17West BromEverton,26/12/17,West Brom,Everton,54.15,60.34,0.3769,0.3282,0.295,1.24,1.14,0,0,Draw,2.54,3.1,3.2
27/12/17NewcastleMan City,27/12/17,Newcastle,Man City,52.51,91.28,0.0777,0.7801,0.1422,0.79,2.8,0,1,Man City,13,1.25,6.75
28/12/17Crystal PalaceArsenal,28/12/17,Crystal Palace,Arsenal,62.04,83.64,0.2152,0.5563,0.2286,1.18,2.01,2,3,Arsenal,4.5,1.8,4
30/12/17BournemouthEverton,30/12/17,Bournemouth,Everton,54.28,60.05,0.386,0.3403,0.2736,1.41,1.3,2,1,Bournemouth,2.37,3.29,3.29
30/12/17ChelseaStoke,30/12/17,Chelsea,Stoke,84.32,55.25,0.8182,0.0517,0.1301,2.71,0.55,5,0,Chelsea,1.16,19,8.5
30/12/17LiverpoolLeicester,30/12/17,Liverpool,Leicester,86.8,62.56,0.7889,0.0711,0.1401,2.76,0.73,2,1,Liverpool,1.3,11,6
30/12/17Man UnitedSouthampton,30/12/17,Man United,Southampton,79.94,60.58,0.6731,0.128,0.1989,2.21,0.85,0,0,Draw,1.36,9,5.5
30/12/17WatfordSwansea,30/12/17,Watford,Swansea,57.88,48.76,0.5372,0.1977,0.2651,1.61,0.87,1,2,Swansea,1.66,6,3.79
31/12/17Crystal PalaceMan City,31/12/17,Crystal Palace,Man City,62.21,91.43,0.1216,0.6947,0.1836,0.9,2.4,0,0,Draw,11,1.28,6.5
31/12/17West BromArsenal,31/12/17,West Brom,Arsenal,54.44,83.65,0.1629,0.6149,0.2222,0.93,2.02,1,1,Draw,5,1.72,4
01/01/18BurnleyLiverpool,01/01/18,Burnley,Liverpool,60.12,86.48,0.1736,0.5934,0.233,0.92,1.91,1,2,Liverpool,7.5,1.5,4.5
01/01/18EvertonMan United,01/01/18,Everton,Man United,58.82,79.49,0.2309,0.5257,0.2434,1.14,1.84,0,2,Man United,5.5,1.8,3.5
01/01/18StokeNewcastle,01/01/18,Stoke,Newcastle,53.59,51.53,0.4679,0.2652,0.2669,1.57,1.12,0,1,Newcastle,2.29,3.5,3.29
02/01/18Man CityWatford,02/01/18,Man City,Watford,91,56.42,0.89,0.0252,0.0848,3.17,0.42,3,1,Man City,1.12,19,8.5
02/01/18SouthamptonCrystal Palace,02/01/18,Southampton,Crystal Palace,60.97,62.85,0.4225,0.2965,0.281,1.41,1.13,1,2,Crystal Palace,1.9,4,3.39
02/01/18SwanseaTottenham,02/01/18,Swansea,Tottenham,50.13,84.06,0.1299,0.658,0.2121,0.78,2.05,0,2,Tottenham,12,1.3,4.75
02/01/18West HamWest Brom,02/01/18,West Ham,West Brom,54.82,55.31,0.4364,0.2763,0.2874,1.38,1.04,2,1,West Ham,1.9,4.09,3.39
03/01/18ArsenalChelsea,03/01/18,Arsenal,Chelsea,83.02,85.34,0.4013,0.35,0.2487,1.67,1.54,2,2,Draw,2.6,2.6,3.39
04/01/18TottenhamWest Ham,04/01/18,Tottenham,West Ham,84.44,55.62,0.8166,0.0537,0.1297,2.74,0.58,1,1,Draw,1.25,10,6
13/01/18ChelseaLeicester,13/01/18,Chelsea,Leicester,85.6,64.31,0.7571,0.0779,0.1651,2.4,0.63,0,0,Draw,1.3,12,5.75
13/01/18Crystal PalaceBurnley,13/01/18,Crystal Palace,Burnley,64.1,60.47,0.4705,0.23,0.2995,1.33,0.84,1,0,Crystal Palace,2,4.5,3.29
13/01/18NewcastleSwansea,13/01/18,Newcastle,Swansea,52.78,49.47,0.4668,0.2258,0.3074,1.28,0.79,1,1,Draw,1.95,4.5,3.39
13/01/18TottenhamEverton,13/01/18,Tottenham,Everton,83.8,58.39,0.7813,0.0633,0.1554,2.43,0.54,4,0,Tottenham,1.28,13,6
13/01/18WatfordSouthampton,13/01/18,Watford,Southampton,57.42,59.7,0.4227,0.3128,0.2645,1.55,1.3,2,2,Draw,2.5,3,3.39
14/01/18BournemouthArsenal,14/01/18,Bournemouth,Arsenal,55.56,82.93,0.1723,0.6335,0.1941,1.22,2.45,2,1,Bournemouth,4.75,1.75,4.2
14/01/18LiverpoolMan City,14/01/18,Liverpool,Man City,86.29,90.58,0.3596,0.3981,0.2424,1.64,1.73,4,3,Liverpool,3.1,2.29,3.75
15/01/18Man UnitedStoke,15/01/18,Man United,Stoke,79.76,52.31,0.7891,0.0661,0.1448,2.62,0.63,3,0,Man United,1.22,15,7
20/01/18ArsenalCrystal Palace,20/01/18,Arsenal,Crystal Palace,81.81,64.12,0.6599,0.1418,0.1983,2.27,0.95,4,1,Arsenal,1.5,7,4.75
20/01/18BurnleyMan United,20/01/18,Burnley,Man United,60.44,79.71,0.2437,0.4763,0.28,0.97,1.47,0,1,Man United,7.5,1.57,3.89
20/01/18EvertonWest Brom,20/01/18,Everton,West Brom,56.9,55.56,0.4505,0.2526,0.2969,1.33,0.92,1,1,Draw,2.14,4,3.2
20/01/18LeicesterWatford,20/01/18,Leicester,Watford,65.63,57.93,0.5334,0.2253,0.2413,1.86,1.13,2,0,Leicester,1.85,4.33,3.89
20/01/18Man CityNewcastle,20/01/18,Man City,Newcastle,90.38,52.25,0.8981,0.018,0.0838,2.99,0.28,3,1,Man City,1.12,26,10
20/01/18West HamBournemouth,20/01/18,West Ham,Bournemouth,58.33,57.1,0.4625,0.2869,0.2507,1.73,1.32,1,1,Draw,2,4,3.6
21/01/18SouthamptonTottenham,21/01/18,Southampton,Tottenham,59.22,84.81,0.177,0.5988,0.2242,1,2.02,1,1,Draw,5.75,1.64,4.09
22/01/18SwanseaLiverpool,22/01/18,Swansea,Liverpool,49.97,86.79,0.1086,0.7119,0.1795,0.82,2.39,1,0,Swansea,12,1.3,5.75
30/01/18SwanseaArsenal,30/01/18,Swansea,Arsenal,50.42,82.71,0.1458,0.6473,0.2069,0.92,2.17,3,1,Swansea,7,1.5,4.59
30/01/18West HamCrystal Palace,30/01/18,West Ham,Crystal Palace,58.2,63.1,0.3948,0.3383,0.2669,1.48,1.35,1,1,Draw,3.1,2.54,3.25
31/01/18ChelseaBournemouth,31/01/18,Chelsea,Bournemouth,84.98,57.23,0.8084,0.0532,0.1385,2.58,0.52,0,3,Bournemouth,1.28,11,6.5
