UniqueKey,Date,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,score1,score2,Winner,HomeOdds,AwayOdds,DrawOdds
29/10/16ToulouseLyon,29/10/16,Toulouse,Lyon,64.17,66.74,0.4178,0.2885,0.2937,1.47,1.16,1,2,Lyon,2.8,3.25,2.6
29/10/16BastiaDijon,29/10/16,Bastia,Dijon,51.8,54.89,0.427,0.2654,0.3076,1.32,1.05,0,0,Draw,2.3,3.1,3.4
29/10/16St EtienneMonaco,29/10/16,St Etienne,Monaco,65.92,73.89,0.3341,0.3826,0.2834,1.41,1.37,1,1,Draw,2.75,3,2.8
29/10/16NancyCaen,29/10/16,Nancy,Caen,50.02,52.29,0.4768,0.2222,0.3009,1.44,0.92,2,0,Nancy,2.15,3.1,3.8
29/10/16GuingampAngers,29/10/16,Guingamp,Angers,59.1,57.34,0.46,0.2325,0.3075,1.37,0.92,1,0,Guingamp,2.3,3.2,3.3
29/10/16LorientMontpellier,29/10/16,Lorient,Montpellier,45.57,55.49,0.404,0.3036,0.2925,1.48,1.31,2,2,Draw,2.3,3.1,3.4
30/10/16NiceNantes,30/10/16,Nice,Nantes,63.35,54.48,0.5183,0.192,0.2897,1.56,0.81,4,1,Nice,1.91,3.3,4.5
30/10/16RennesMetz,30/10/16,Rennes,Metz,56.32,49.74,0.509,0.2067,0.2843,1.64,0.96,1,0,Rennes,1.57,4,6
30/10/16MarseilleBordeaux,30/10/16,Marseille,Bordeaux,60.06,60.93,0.4375,0.264,0.2986,1.45,1.1,0,0,Draw,2.1,3.2,3.8
18/11/16LorientMonaco,18/11/16,Lorient,Monaco,45.93,77.67,0.1533,0.6285,0.2182,1.11,2.06,0,3,Monaco,4.33,3.6,1.8
18/11/16LilleLyon,18/11/16,Lille,Lyon,59.16,69.44,0.338,0.3733,0.2886,1.35,1.42,0,1,Lyon,3.1,3.1,2.45
19/11/16Paris SGNantes,19/11/16,Paris SG,Nantes,86.94,54.3,0.8265,0.0431,0.1304,2.55,0.3,2,0,Paris SG,1.2,6.5,15
19/11/16NancyDijon,19/11/16,Nancy,Dijon,48.3,54.89,0.4376,0.2641,0.2983,1.45,1.12,1,0,Nancy,2.1,3.1,4
19/11/16RennesAngers,19/11/16,Rennes,Angers,54.98,57.91,0.4193,0.2585,0.3222,1.2,0.92,1,1,Draw,2.25,3,3.5
19/11/16BastiaMontpellier,19/11/16,Bastia,Montpellier,52.13,56.62,0.4143,0.2841,0.3016,1.37,1.15,1,1,Draw,2.8,3,2.8
19/11/16ToulouseMetz,19/11/16,Toulouse,Metz,62.82,50.08,0.5528,0.1677,0.2795,1.68,0.75,1,2,Metz,1.5,4.2,7
20/11/16GuingampBordeaux,20/11/16,Guingamp,Bordeaux,58.77,60.58,0.4339,0.2659,0.3002,1.42,1.11,1,1,Draw,2.45,3.2,3
20/11/16MarseilleCaen,20/11/16,Marseille,Caen,58.89,53.12,0.4982,0.2125,0.2893,1.59,0.95,1,0,Marseille,1.7,3.75,5
20/11/16St EtienneNice,20/11/16,St Etienne,Nice,65.14,62.69,0.4691,0.2343,0.2965,1.49,0.96,0,1,Nice,2.1,3.4,3.6
25/11/16RennesToulouse,25/11/16,Rennes,Toulouse,54.93,61.35,0.3934,0.2909,0.3157,1.22,1.08,1,0,Rennes,2.4,3.1,3.1
26/11/16MonacoMarseille,26/11/16,Monaco,Marseille,78.59,59.7,0.6886,0.1097,0.2016,2.13,0.81,4,0,Monaco,1.67,3.75,5.5
26/11/16MetzLorient,26/11/16,Metz,Lorient,51.65,45.38,0.4563,0.247,0.2968,1.5,1.04,3,3,Draw,2.7,3.25,2.7
26/11/16CaenGuingamp,26/11/16,Caen,Guingamp,52.23,58.83,0.394,0.3051,0.3009,1.36,1.25,1,1,Draw,2.38,3.1,3.3
26/11/16BordeauxDijon,26/11/16,Bordeaux,Dijon,60.53,54.64,0.4977,0.2182,0.2842,1.66,1,3,2,Bordeaux,1.73,3.6,5.25
26/11/16MontpellierNancy,26/11/16,Montpellier,Nancy,57.32,48.49,0.4845,0.2288,0.2867,1.59,1.04,0,0,Draw,1.91,3.4,4.2
26/11/16NantesLille,26/11/16,Nantes,Lille,54.96,58.18,0.4157,0.265,0.3193,1.23,0.96,0,0,Draw,2.25,3,3.6
27/11/16AngersSt Etienne,27/11/16,Angers,St Etienne,57.95,64.22,0.4161,0.2539,0.33,1.07,0.91,1,2,St Etienne,2.5,3,3.2
27/11/16NiceBastia,27/11/16,Nice,Bastia,63.58,51.45,0.5244,0.1876,0.288,1.61,0.74,1,1,Draw,1.62,3.75,6
27/11/16LyonParis SG,27/11/16,Lyon,Paris SG,71.19,86.81,0.1868,0.5906,0.2226,1.21,1.81,1,2,Paris SG,3.6,3.4,2.1
29/11/16LilleCaen,29/11/16,Lille,Caen,58.54,51.72,0.5026,0.1997,0.2977,1.49,0.82,4,2,Lille,1.8,3.4,5
29/11/16LorientRennes,29/11/16,Lorient,Rennes,46.09,54.87,0.4108,0.2837,0.3055,1.35,1.13,2,1,Lorient,2.38,3.25,3.1
29/11/16DijonMonaco,29/11/16,Dijon,Monaco,54.68,79.43,0.1465,0.651,0.2025,1.24,2.2,1,1,Draw,5.5,4,1.62
30/11/16St EtienneMarseille,30/11/16,St Etienne,Marseille,64.81,58.7,0.4941,0.2034,0.3025,1.45,0.8,0,0,Draw,2.15,3.25,3.6
30/11/16ToulouseMontpellier,30/11/16,Toulouse,Montpellier,61.38,57.11,0.4915,0.2209,0.2876,1.59,1,1,0,Toulouse,2.05,3.4,3.75
30/11/16NancyMetz,30/11/16,Nancy,Metz,48.51,51.04,0.4715,0.2272,0.3012,1.44,0.93,4,0,Nancy,1.91,3.5,4.2
30/11/16GuingampNice,30/11/16,Guingamp,Nice,59.34,62.98,0.4203,0.29,0.2897,1.5,1.28,0,1,Nice,2.45,3.2,3
30/11/16BastiaBordeaux,30/11/16,Bastia,Bordeaux,52.08,60.57,0.3766,0.3029,0.3205,1.14,1.07,1,1,Draw,2.9,3,2.7
30/11/16NantesLyon,30/11/16,Nantes,Lyon,54.47,70.86,0.2955,0.4071,0.2974,1.11,1.4,0,6,Lyon,3.75,3.25,2.1
30/11/16Paris SGAngers,30/11/16,Paris SG,Angers,87.05,57.47,0.8096,0.0483,0.1421,2.4,0.31,2,0,Paris SG,1.2,7,15
10/12/16DijonMarseille,10/12/16,Dijon,Marseille,55.66,61.24,0.4126,0.2936,0.2938,1.43,1.3,1,2,Marseille,3.2,3.25,2.3
10/12/16BordeauxMonaco,10/12/16,Bordeaux,Monaco,59.54,78.98,0.2148,0.5388,0.2464,1.21,1.8,0,4,Monaco,3.75,3.3,2.1
10/12/16LilleMontpellier,10/12/16,Lille,Montpellier,60.29,59.76,0.4535,0.2504,0.2961,1.49,1.06,2,1,Lille,2,3.1,4.33
10/12/16ToulouseLorient,10/12/16,Toulouse,Lorient,59.87,46.79,0.5156,0.1994,0.285,1.65,0.89,3,2,Toulouse,2,3.3,4
10/12/16NancyAngers,10/12/16,Nancy,Angers,48.96,57.22,0.4146,0.2602,0.3252,1.17,0.9,2,0,Nancy,2.5,2.9,3.25
10/12/16BastiaMetz,10/12/16,Bastia,Metz,50.28,49.08,0.4485,0.2465,0.305,1.4,0.96,2,0,Bastia,1.83,3.4,4.75
11/12/16LyonRennes,11/12/16,Lyon,Rennes,74.75,56.41,0.6407,0.1291,0.2302,2.01,0.77,1,0,Lyon,1.57,3.75,7
11/12/16St EtienneGuingamp,11/12/16,St Etienne,Guingamp,62.06,59.44,0.4461,0.2432,0.3107,1.39,0.88,1,0,St Etienne,2,3.25,4.2
11/12/16Paris SGNice,11/12/16,Paris SG,Nice,84.95,65.19,0.7465,0.0832,0.1703,2.37,0.65,2,2,Draw,1.36,5,8.5
16/12/16AngersNantes,16/12/16,Angers,Nantes,55.7,49.58,0.4708,0.2154,0.3138,1.36,0.74,0,2,Nantes,2.4,3,3.2
17/12/16GuingampParis SG,17/12/16,Guingamp,Paris SG,60,84.61,0.1265,0.6717,0.2018,1.02,1.94,2,1,Guingamp,7,4.33,1.44
17/12/16ToulouseNancy,17/12/16,Toulouse,Nancy,59.25,50.47,0.4733,0.2165,0.3102,1.36,0.82,1,1,Draw,1.91,3.2,4.33
17/12/16LorientSt Etienne,17/12/16,Lorient,St Etienne,47.59,61.45,0.3751,0.3174,0.3075,1.24,1.26,2,1,Lorient,2.4,3.2,3
17/12/16MontpellierBordeaux,17/12/16,Montpellier,Bordeaux,60.17,57.13,0.4809,0.2339,0.2852,1.61,1.09,4,0,Montpellier,2.25,3.3,3.2
17/12/16RennesBastia,17/12/16,Rennes,Bastia,56.98,50.83,0.4824,0.205,0.3126,1.35,0.73,1,2,Bastia,1.8,3.4,4.75
18/12/16CaenMetz,18/12/16,Caen,Metz,51.28,48.5,0.4857,0.2372,0.2771,1.72,1.2,3,0,Caen,1.75,3.5,4.75
18/12/16NiceDijon,18/12/16,Nice,Dijon,65.93,54.23,0.5661,0.1842,0.2497,2.04,1.07,2,1,Nice,1.53,4.2,5.75
18/12/16MarseilleLille,18/12/16,Marseille,Lille,62.62,59.96,0.4707,0.2264,0.3029,1.42,0.92,2,0,Marseille,2.05,3.2,3.75
18/12/16MonacoLyon,18/12/16,Monaco,Lyon,80.9,74.11,0.5979,0.1815,0.2206,2,1.21,1,3,Lyon,1.83,3.75,4
21/12/16BastiaMarseille,21/12/16,Bastia,Marseille,52.26,63.42,0.3615,0.317,0.3215,1.08,1.13,1,2,Marseille,3.2,3.1,2.4
21/12/16Paris SGLorient,21/12/16,Paris SG,Lorient,83.93,48.88,0.8117,0.0563,0.132,2.88,0.56,5,0,Paris SG,1.18,7.5,15
21/12/16MonacoCaen,21/12/16,Monaco,Caen,79.51,52.82,0.7691,0.0759,0.155,2.75,0.71,2,1,Monaco,1.25,6,12
21/12/16NantesMontpellier,21/12/16,Nantes,Montpellier,51.55,62.25,0.3616,0.3358,0.3025,1.25,1.31,1,0,Nantes,2.25,3.2,3.4
21/12/16MetzGuingamp,21/12/16,Metz,Guingamp,46.98,61.14,0.3272,0.3764,0.2964,1.25,1.49,2,2,Draw,3.4,3.1,2.3
21/12/16LyonAngers,21/12/16,Lyon,Angers,75.75,53.74,0.6688,0.109,0.2222,2.01,0.64,2,0,Lyon,1.44,4.5,7.5
21/12/16DijonToulouse,21/12/16,Dijon,Toulouse,54.77,58.58,0.416,0.2903,0.2937,1.47,1.26,2,0,Dijon,2.5,3.2,3
21/12/16BordeauxNice,21/12/16,Bordeaux,Nice,55.08,65.42,0.3564,0.349,0.2945,1.33,1.4,0,0,Draw,2.7,3.1,2.8
21/12/16St EtienneNancy,21/12/16,St Etienne,Nancy,60.3,51.09,0.4741,0.2065,0.3194,1.27,0.72,0,0,Draw,2,3.1,4.33
21/12/16LilleRennes,21/12/16,Lille,Rennes,59.13,55.57,0.4712,0.2241,0.3047,1.42,0.88,1,1,Draw,2.05,3.2,4
13/01/17LilleSt Etienne,13/01/17,Lille,St Etienne,59.25,60.76,0.4298,0.2482,0.322,1.21,0.89,1,1,Draw,2.05,3.1,4.2
14/01/17RennesParis SG,14/01/17,Rennes,Paris SG,55.47,84.8,0.0962,0.724,0.1798,0.92,2.04,0,1,Paris SG,7,4,1.53
14/01/17LorientGuingamp,14/01/17,Lorient,Guingamp,47.48,60.88,0.375,0.335,0.29,1.44,1.45,3,1,Lorient,2.45,3.2,3
14/01/17ToulouseNantes,14/01/17,Toulouse,Nantes,57.71,51.45,0.4916,0.2021,0.3063,1.4,0.77,0,1,Nantes,2.05,3.1,4.1
14/01/17NancyBastia,14/01/17,Nancy,Bastia,50.49,52.38,0.4684,0.2136,0.318,1.27,0.76,1,0,Nancy,1.95,3.1,4.75
14/01/17AngersBordeaux,14/01/17,Angers,Bordeaux,53.88,55.21,0.4373,0.248,0.3147,1.28,0.94,1,1,Draw,2.8,3,2.75
14/01/17MontpellierDijon,14/01/17,Montpellier,Dijon,62.31,55.67,0.5184,0.2178,0.2638,1.89,1.17,1,1,Draw,1.8,3.5,4.75
15/01/17NiceMetz,15/01/17,Nice,Metz,65.17,47.28,0.6118,0.146,0.2423,2.08,0.85,0,0,Draw,1.5,4.2,7
15/01/17CaenLyon,15/01/17,Caen,Lyon,53.94,75.59,0.216,0.5343,0.2497,1.22,1.94,3,2,Caen,4.75,3.75,1.75
15/01/17MarseilleMonaco,15/01/17,Marseille,Monaco,63.4,78.74,0.2306,0.5216,0.2478,1.33,1.72,1,4,Monaco,3,3.3,2.4
18/01/17NantesCaen,18/01/17,Nantes,Caen,52.35,55.56,0.4287,0.2746,0.2967,1.44,1.17,1,0,Nantes,2,3.4,4
20/01/17BastiaNice,20/01/17,Bastia,Nice,52.15,64,0.3534,0.3341,0.3125,1.14,1.23,1,1,Draw,3,3.1,2.55
21/01/17NantesParis SG,21/01/17,Nantes,Paris SG,53.04,84.86,0.0866,0.7311,0.1824,0.8,1.95,0,2,Paris SG,10,4.33,1.4
21/01/17MetzMontpellier,21/01/17,Metz,Montpellier,48.44,62.03,0.3278,0.3817,0.2905,1.31,1.54,2,0,Metz,3.1,3.2,2.4
21/01/17BordeauxToulouse,21/01/17,Bordeaux,Toulouse,56.14,56.8,0.4409,0.2493,0.3098,1.34,0.97,1,0,Bordeaux,2.1,3.25,3.8
21/01/17GuingampRennes,21/01/17,Guingamp,Rennes,59.29,55.09,0.4838,0.221,0.2953,1.51,0.94,1,1,Draw,2.3,3.1,3.4
21/01/17DijonLille,21/01/17,Dijon,Lille,55.91,59.42,0.418,0.2882,0.2938,1.47,1.25,0,0,Draw,3,3.1,2.55
22/01/17MonacoLorient,22/01/17,Monaco,Lorient,79.76,49.23,0.7749,0.0773,0.1478,2.87,0.8,4,0,Monaco,1.33,5,10
22/01/17St EtienneAngers,22/01/17,St Etienne,Angers,60.61,52.95,0.5049,0.1825,0.3126,1.33,0.65,2,1,St Etienne,1.85,3.4,4.75
22/01/17LyonMarseille,22/01/17,Lyon,Marseille,74.44,62.33,0.6042,0.1566,0.2392,1.93,0.95,3,1,Lyon,1.73,3.75,5
27/01/17MarseilleMontpellier,27/01/17,Marseille,Montpellier,61.76,60.88,0.4594,0.2527,0.2879,1.57,1.14,5,1,Marseille,1.67,3.75,5.5
28/01/17LyonLille,28/01/17,Lyon,Lille,75.02,59.29,0.6354,0.1325,0.2321,1.93,0.82,1,2,Lille,1.45,4.33,7.5
28/01/17RennesNantes,28/01/17,Rennes,Nantes,54.84,51.97,0.4622,0.2195,0.3184,1.27,0.77,1,1,Draw,2.2,3.1,3.6
28/01/17NancyBordeaux,28/01/17,Nancy,Bordeaux,50.67,57.01,0.4374,0.2419,0.3207,1.22,0.87,0,2,Bordeaux,2.63,3,3
28/01/17BastiaCaen,28/01/17,Bastia,Caen,51.94,54.81,0.4277,0.2742,0.2981,1.43,1.15,1,1,Draw,2.25,3.1,3.5
28/01/17LorientDijon,28/01/17,Lorient,Dijon,48.22,55.94,0.4275,0.2927,0.2798,1.66,1.41,2,3,Dijon,2.05,3.5,3.6
28/01/17AngersMetz,28/01/17,Angers,Metz,53.39,49.61,0.4803,0.2227,0.2971,1.49,0.94,2,1,Angers,2,3.2,4.2
29/01/17NiceGuingamp,29/01/17,Nice,Guingamp,64.21,59.53,0.4957,0.2208,0.2834,1.63,1.02,3,1,Nice,1.95,3.4,4.2
29/01/17ToulouseSt Etienne,29/01/17,Toulouse,St Etienne,55.9,60.29,0.4084,0.2672,0.3244,1.16,0.94,0,3,St Etienne,2.3,3,3.6
29/01/17Paris SGMonaco,29/01/17,Paris SG,Monaco,85.44,80.43,0.5479,0.2284,0.2237,2.01,1.2,1,1,Draw,1.67,4,5
10/02/17BordeauxParis SG,10/02/17,Bordeaux,Paris SG,60.27,85.73,0.1219,0.6737,0.2044,0.94,1.89,0,3,Paris SG,5.5,4,1.62
11/02/17GuingampLyon,11/02/17,Guingamp,Lyon,57.64,74.55,0.2513,0.488,0.2608,1.31,1.75,2,1,Guingamp,3.7,3.6,2
11/02/17MonacoMetz,11/02/17,Monaco,Metz,80.57,49.75,0.7941,0.0617,0.1442,2.76,0.56,5,0,Monaco,1.22,6.5,13
11/02/17ToulouseBastia,11/02/17,Toulouse,Bastia,56.15,50.85,0.4853,0.2102,0.3044,1.42,0.82,4,1,Toulouse,1.83,3.3,5
11/02/17DijonCaen,11/02/17,Dijon,Caen,54.73,53.49,0.4667,0.2597,0.2736,1.78,1.33,2,0,Dijon,2.38,3.3,3.1
11/02/17LilleAngers,11/02/17,Lille,Angers,59.31,51.29,0.5078,0.1922,0.3,1.47,0.76,1,2,Angers,1.91,3.2,4.75
11/02/17NancyMontpellier,11/02/17,Nancy,Montpellier,48.59,59.37,0.4017,0.2941,0.3042,1.33,1.16,0,3,Montpellier,2.5,3.1,3.1
12/02/17RennesNice,12/02/17,Rennes,Nice,55.26,64.62,0.3673,0.318,0.3147,1.17,1.15,2,2,Draw,2.63,3.1,2.88
12/02/17St EtienneLorient,12/02/17,St Etienne,Lorient,63.88,49.21,0.5364,0.1857,0.2779,1.72,0.87,4,0,St Etienne,1.91,3.5,4.2
12/02/17NantesMarseille,12/02/17,Nantes,Marseille,51.39,64.2,0.3429,0.3421,0.3149,1.1,1.21,3,2,Nantes,3.25,3.1,2.38
17/02/17BastiaMonaco,17/02/17,Bastia,Monaco,49.49,81.61,0.0937,0.733,0.1734,0.97,2.2,1,1,Draw,7,4.2,1.5
18/02/17MarseilleRennes,18/02/17,Marseille,Rennes,62.69,55.67,0.5128,0.2021,0.2851,1.6,0.92,2,0,Marseille,1.67,3.75,5.5
18/02/17AngersNancy,18/02/17,Angers,Nancy,52.91,46.54,0.4521,0.2319,0.316,1.28,0.84,1,0,Angers,2.05,3.1,4.2
18/02/17CaenLille,18/02/17,Caen,Lille,53.43,57.74,0.4143,0.2877,0.298,1.42,1.22,0,1,Lille,2.5,3,3.2
18/02/17MetzNantes,18/02/17,Metz,Nantes,48.37,53.08,0.409,0.2815,0.3095,1.3,1.1,1,1,Draw,3.25,3,2.45
18/02/17LorientNice,18/02/17,Lorient,Nice,46.92,64.33,0.3357,0.3779,0.2864,1.37,1.59,0,1,Nice,2.9,3.25,2.5
19/02/17BordeauxGuingamp,19/02/17,Bordeaux,Guingamp,59.49,58.21,0.4603,0.242,0.2977,1.48,1.02,3,0,Bordeaux,1.91,3.5,4.2
19/02/17MontpellierSt Etienne,19/02/17,Montpellier,St Etienne,61.51,65.96,0.4123,0.2879,0.2998,1.36,1.2,2,1,Montpellier,2.25,3.2,3.4
19/02/17LyonDijon,19/02/17,Lyon,Dijon,74.05,54.77,0.6762,0.1211,0.2027,2.35,0.95,4,2,Lyon,1.36,4.75,9.5
19/02/17Paris SGToulouse,19/02/17,Paris SG,Toulouse,87.66,57.58,0.8294,0.0455,0.1251,2.65,0.39,0,0,Draw,1.2,6.5,15
21/02/17CaenNancy,21/02/17,Caen,Nancy,52.83,45.96,0.458,0.2401,0.3018,1.43,0.97,1,0,Caen,2.15,3.2,3.75
24/02/17NantesDijon,24/02/17,Nantes,Dijon,53.17,53.67,0.447,0.2594,0.2935,1.51,1.13,3,1,Nantes,1.73,3.6,5.25
24/02/17NiceMontpellier,24/02/17,Nice,Montpellier,64.41,62.35,0.4699,0.2488,0.2814,1.65,1.15,2,1,Nice,2.05,3.3,3.8
25/02/17GuingampMonaco,25/02/17,Guingamp,Monaco,56.18,81.51,0.1163,0.7035,0.1802,1.2,2.19,1,2,Monaco,5,3.75,1.73
25/02/17NancyToulouse,25/02/17,Nancy,Toulouse,45.07,58.4,0.3856,0.2919,0.3225,1.12,1.04,0,0,Draw,2.7,3,2.88
25/02/17RennesLorient,25/02/17,Rennes,Lorient,54.86,46.67,0.4798,0.2264,0.2938,1.53,0.98,1,0,Rennes,2.05,3.4,3.75
25/02/17AngersBastia,25/02/17,Angers,Bastia,53.46,49.98,0.4729,0.2204,0.3066,1.39,0.86,3,0,Angers,1.85,3.2,5
25/02/17LilleBordeaux,25/02/17,Lille,Bordeaux,58.24,61.53,0.419,0.2689,0.3121,1.29,1.03,2,3,Bordeaux,2.4,3.1,3.25
26/02/17St EtienneCaen,26/02/17,St Etienne,Caen,65.2,53.73,0.5476,0.1736,0.2788,1.69,0.79,0,1,Caen,1.75,3.4,5.25
26/02/17LyonMetz,26/02/17,Lyon,Metz,75.2,48.28,0.74,0.0859,0.1742,2.62,0.67,5,0,Lyon,1.22,7,12
26/02/17MarseilleParis SG,26/02/17,Marseille,Paris SG,63.44,86.99,0.1203,0.6849,0.1948,1,1.98,1,5,Paris SG,5.5,3.75,1.67
01/03/17BastiaNantes,01/03/17,Bastia,Nantes,47.74,54.22,0.3964,0.2874,0.3162,1.2,1.07,2,2,Draw,3.3,2.9,2.5
10/03/17NiceCaen,10/03/17,Nice,Caen,64.83,54.18,0.547,0.1831,0.2699,1.79,0.91,2,2,Draw,1.67,3.6,5.75
10/03/17MarseilleAngers,10/03/17,Marseille,Angers,63.37,56.43,0.521,0.2054,0.2736,1.72,1.03,3,0,Marseille,1.67,3.75,5.5
11/03/17MonacoBordeaux,11/03/17,Monaco,Bordeaux,82.41,62.71,0.7486,0.0866,0.1648,2.43,0.77,2,1,Monaco,1.45,4.5,7.5
11/03/17MontpellierNantes,11/03/17,Montpellier,Nantes,61.73,53.81,0.5237,0.1998,0.2765,1.7,0.97,2,3,Nantes,2.1,3.25,3.8
11/03/17NancyLille,11/03/17,Nancy,Lille,45.24,57.63,0.3944,0.28,0.3256,1.1,0.98,1,2,Lille,2.6,3.1,2.9
11/03/17RennesDijon,11/03/17,Rennes,Dijon,55.21,52.06,0.4772,0.23,0.2928,1.54,1,1,1,Draw,1.8,3.5,4.75
11/03/17GuingampBastia,11/03/17,Guingamp,Bastia,56.47,46.24,0.5284,0.1886,0.283,1.66,0.84,5,0,Guingamp,1.73,3.6,5.25
12/03/17St EtienneMetz,12/03/17,St Etienne,Metz,64.83,46.3,0.5945,0.1367,0.2688,1.76,0.6,2,2,Draw,1.62,3.8,6
12/03/17LyonToulouse,12/03/17,Lyon,Toulouse,77.09,57.94,0.6916,0.1081,0.2003,2.15,0.83,4,0,Lyon,1.44,4.5,7.5
12/03/17LorientParis SG,12/03/17,Lorient,Paris SG,44.56,87.28,0.0307,0.8781,0.0912,0.87,2.68,1,2,Paris SG,9.5,5.25,1.33
17/03/17MetzBastia,17/03/17,Metz,Bastia,47.38,43.01,0.4834,0.2307,0.2859,1.63,1.04,1,0,Metz,1.8,3.4,4.75
17/03/17LilleMarseille,17/03/17,Lille,Marseille,58.48,64.14,0.3935,0.3135,0.2929,1.44,1.29,0,0,Draw,3.1,3.2,2.38
18/03/17NantesNice,18/03/17,Nantes,Nice,55.62,64.25,0.3723,0.3212,0.3065,1.26,1.24,1,1,Draw,2.4,3.1,3.25
18/03/17NancyLorient,18/03/17,Nancy,Lorient,44.46,44.9,0.4545,0.2419,0.3036,1.38,0.99,2,3,Lorient,2.15,3.3,3.6
18/03/17BordeauxMontpellier,18/03/17,Bordeaux,Montpellier,63.39,60.04,0.482,0.2415,0.2765,1.73,1.16,5,1,Bordeaux,2,3.5,3.8
18/03/17ToulouseRennes,18/03/17,Toulouse,Rennes,57.03,54.97,0.4592,0.2269,0.314,1.31,0.84,0,0,Draw,2.2,3,3.75
18/03/17AngersGuingamp,18/03/17,Angers,Guingamp,55.63,59.74,0.4138,0.2848,0.3014,1.39,1.17,3,0,Angers,2.2,3.1,3.6
19/03/17CaenMonaco,19/03/17,Caen,Monaco,54.86,82.47,0.0934,0.7481,0.1585,1.19,2.37,0,3,Monaco,5.25,3.8,1.67
19/03/17DijonSt Etienne,19/03/17,Dijon,St Etienne,52.32,63.94,0.3498,0.347,0.3032,1.23,1.37,0,1,St Etienne,3,3.1,2.55
19/03/17Paris SGLyon,19/03/17,Paris SG,Lyon,87.02,77.87,0.6462,0.159,0.1948,2.2,1.09,2,1,Paris SG,1.44,4.75,6.75
31/03/17GuingampNancy,31/03/17,Guingamp,Nancy,57.86,43.68,0.5174,0.1935,0.2891,1.58,0.82,1,0,Guingamp,1.8,3.6,4.75
01/04/17MarseilleDijon,01/04/17,Marseille,Dijon,63.89,51.49,0.5693,0.1772,0.2536,1.99,1,1,1,Draw,1.4,4.75,8
01/04/17BastiaLille,01/04/17,Bastia,Lille,42.62,58.53,0.3274,0.3577,0.3149,1.04,1.29,0,1,Lille,3.4,3,2.38
14/04/17AngersParis SG,14/04/17,Angers,Paris SG,57.34,87.43,0.0682,0.7834,0.1484,0.89,2.14,0,2,Paris SG,11,5.5,1.3
15/04/17NiceNancy,15/04/17,Nice,Nancy,64.22,45.03,0.5616,0.1598,0.2785,1.65,0.69,3,1,Nice,1.65,3.6,5.5
15/04/17RennesLille,15/04/17,Rennes,Lille,53.19,57.91,0.4091,0.2657,0.3252,1.15,0.93,2,0,Rennes,2.3,3.1,3.25
15/04/17MontpellierLorient,15/04/17,Montpellier,Lorient,58.5,49.94,0.496,0.2413,0.2627,1.92,1.33,2,0,Montpellier,1.91,3.5,4
15/04/17GuingampToulouse,15/04/17,Guingamp,Toulouse,58.1,56.41,0.4599,0.2359,0.3042,1.4,0.95,2,1,Guingamp,2.1,3.3,3.5
15/04/17MetzCaen,15/04/17,Metz,Caen,46.04,51.8,0.4055,0.299,0.2956,1.43,1.29,2,2,Draw,2.38,3.25,3
15/04/17MonacoDijon,15/04/17,Monaco,Dijon,83.69,50.54,0.8379,0.048,0.1141,3.06,0.58,2,1,Monaco,1.22,6.5,11
16/04/17NantesBordeaux,16/04/17,Nantes,Bordeaux,57.33,66.44,0.3624,0.3403,0.2974,1.33,1.34,0,1,Bordeaux,2.5,3.2,2.88
16/04/17BastiaLyon,16/04/17,Bastia,Lyon,42.89,74.38,0.1358,0.6575,0.2067,1.03,2.16,0,1,Lyon,5.5,4,1.57
16/04/17MarseilleSt Etienne,16/04/17,Marseille,St Etienne,63.6,64.1,0.4444,0.2484,0.3073,1.33,0.98,4,0,Marseille,1.8,3.5,4.5
18/04/17MetzParis SG,18/04/17,Metz,Paris SG,45.84,87.28,0.0281,0.8801,0.0917,0.77,2.65,2,3,Paris SG,17,7.5,1.17
21/04/17NancyMarseille,21/04/17,Nancy,Marseille,44.59,66.54,0.3018,0.3984,0.2998,1.11,1.44,0,0,Draw,3.75,3.4,2.05
22/04/17Paris SGMontpellier,22/04/17,Paris SG,Montpellier,86.84,59.08,0.821,0.0538,0.1253,2.82,0.56,2,0,Paris SG,1.17,8,15
22/04/17LilleGuingamp,22/04/17,Lille,Guingamp,56.83,58.84,0.4318,0.267,0.3012,1.41,1.1,3,0,Lille,1.95,3.5,4
22/04/17DijonAngers,22/04/17,Dijon,Angers,51.63,57.42,0.4021,0.3001,0.2977,1.41,1.27,3,2,Dijon,2.2,3.3,3.4
22/04/17BordeauxBastia,22/04/17,Bordeaux,Bastia,67.08,43.67,0.6398,0.1181,0.242,1.98,0.59,2,0,Bordeaux,1.36,5.25,8
22/04/17CaenNantes,22/04/17,Caen,Nantes,51.99,56.53,0.4121,0.2879,0.3,1.4,1.21,0,2,Nantes,2.5,3.25,2.9
22/04/17LorientMetz,22/04/17,Lorient,Metz,49.26,46.77,0.5157,0.2163,0.268,1.87,1.14,5,1,Lorient,1.73,4,4.5
23/04/17ToulouseNice,23/04/17,Toulouse,Nice,55.75,64.79,0.3686,0.3202,0.3112,1.21,1.18,1,1,Draw,2.6,3.2,2.88
23/04/17St EtienneRennes,23/04/17,St Etienne,Rennes,61.38,54.3,0.4978,0.192,0.3102,1.36,0.7,1,1,Draw,2.1,3.1,4
23/04/17LyonMonaco,23/04/17,Lyon,Monaco,76.16,83.49,0.3053,0.4678,0.2268,1.74,1.88,1,2,Monaco,2.6,3.6,2.6
